Patent ID,Title,Publication Date,Result Link
US-11271765-B2,Device and method for adaptively providing meeting ,2022-03-08,https://patents.google.com/patent/US11271765B2/en
US-9679112-B2,Expert-based content and coaching platform ,2017-06-13,https://patents.google.com/patent/US9679112B2/en
US-11079745-B2,Rapid closed-loop control based on machine learning ,2021-08-03,https://patents.google.com/patent/US11079745B2/en
US-11419499-B2,Optical coherence tomography for cancer screening and triage ,2022-08-23,https://patents.google.com/patent/US11419499B2/en
US-12082151-B2,Timing advance command for uplink transmission ,2024-09-03,https://patents.google.com/patent/US12082151B2/en
US-11963252-B2,Uplink data fast transmission in CU-DU split ,2024-04-16,https://patents.google.com/patent/US11963252B2/en
US-12016059-B2,Early data transmission in CU-DU split ,2024-06-18,https://patents.google.com/patent/US12016059B2/en
US-11432204-B2,Method and apparatus for enhancing handover procedure for supporting conditional handover in wireless communication system ,2022-08-30,https://patents.google.com/patent/US11432204B2/en
US-12075507-B2,Method and apparatus for supporting early data transmission in inactive state in wireless communication system ,2024-08-27,https://patents.google.com/patent/US12075507B2/en
US-11526986-B2,"Medical image processing device, endoscope system, medical image processing method, and program ",2022-12-13,https://patents.google.com/patent/US11526986B2/en
US-11556803-B2,Modifying a set of instructions based on bootstrapped knowledge acquisition from a limited knowledge domain ,2023-01-17,https://patents.google.com/patent/US11556803B2/en
US-10832591-B2,Evaluating user responses based on bootstrapped knowledge acquisition from a limited knowledge domain ,2020-11-10,https://patents.google.com/patent/US10832591B2/en
US-11164596-B2,Sensor assisted evaluation of health and rehabilitation ,2021-11-02,https://patents.google.com/patent/US11164596B2/en
US-11698780-B2,Deployment and configuration of an edge site based on declarative intents indicative of a use case ,2023-07-11,https://patents.google.com/patent/US11698780B2/en
US-11755709-B2,Artificial intelligence-based generation of anthropomorphic signatures and use thereof ,2023-09-12,https://patents.google.com/patent/US11755709B2/en
US-12064233-B2,Fall detection using sensors in a smart monitoring safety system ,2024-08-20,https://patents.google.com/patent/US12064233B2/en
US-10606893-B2,Expanding knowledge graphs based on candidate missing edges to optimize hypothesis set adjudication ,2020-03-31,https://patents.google.com/patent/US10606893B2/en
US-9911358-B2,"Wireless real-time tongue tracking for speech impairment diagnosis, speech therapy with audiovisual biofeedback, and silent speech interfaces ",2018-03-06,https://patents.google.com/patent/US9911358B2/en
US-9189742-B2,Adaptive virtual intelligent agent ,2015-11-17,https://patents.google.com/patent/US9189742B2/en
US-10722172-B1,Fitness systems and methods ,2020-07-28,https://patents.google.com/patent/US10722172B1/en
US-8771189-B2,Valve assessment from medical diagnostic imaging data ,2014-07-08,https://patents.google.com/patent/US8771189B2/en
US-12087442-B2,Methods and systems for confirming an advisory interaction with an artificial intelligence platform ,2024-09-10,https://patents.google.com/patent/US12087442B2/en
US-11132622-B2,Autonomous system for hypotheses generation ,2021-09-28,https://patents.google.com/patent/US11132622B2/en
US-9912736-B2,Cognitive reminder notification based on personal user profile and activity information ,2018-03-06,https://patents.google.com/patent/US9912736B2/en
US-9953095-B1,Enhanced delivery of deidentified production data ,2018-04-24,https://patents.google.com/patent/US9953095B1/en
US-11232872-B2,Code trigger telemedicine session ,2022-01-25,https://patents.google.com/patent/US11232872B2/en
US-10049661-B2,System and method for analyzing and classifying calls without transcription via keyword spotting ,2018-08-14,https://patents.google.com/patent/US10049661B2/en
US-10789462-B2,Weakly and fully labeled mammogram classification and localization with a dual branch deep neural network ,2020-09-29,https://patents.google.com/patent/US10789462B2/en
US-11853854-B2,Method of automating data science services ,2023-12-26,https://patents.google.com/patent/US11853854B2/en
US-11298551-B2,Spherical input and output methods and devices ,2022-04-12,https://patents.google.com/patent/US11298551B2/en
US-11238975-B2,Computer aided diagnosis system for classifying kidneys ,2022-02-01,https://patents.google.com/patent/US11238975B2/en
US-11211062-B2,"Intelligent voice recognizing method with improved noise cancellation, voice recognizing apparatus, intelligent computing device and server ",2021-12-28,https://patents.google.com/patent/US11211062B2/en
US-11538472-B2,Processing speech signals in voice-based profiling ,2022-12-27,https://patents.google.com/patent/US11538472B2/en
US-11000311-B2,Tactile sensing and needle guidance device ,2021-05-11,https://patents.google.com/patent/US11000311B2/en
US-10891956-B2,Customizing responses to users in automated dialogue systems ,2021-01-12,https://patents.google.com/patent/US10891956B2/en
US-10909401-B2,Attention-based explanations for artificial intelligence behavior ,2021-02-02,https://patents.google.com/patent/US10909401B2/en
US-10902539-B2,Learning systems and methods ,2021-01-26,https://patents.google.com/patent/US10902539B2/en
US-11576645-B2,Systems and methods for scanning a patient in an imaging system ,2023-02-14,https://patents.google.com/patent/US11576645B2/en
US-10803579-B2,Interactive clinical diagnosis report system ,2020-10-13,https://patents.google.com/patent/US10803579B2/en
US-12070375-B2,Area of interest overlay on dental site using augmented reality ,2024-08-27,https://patents.google.com/patent/US12070375B2/en
US-11412980-B2,Optical sensor for wearable devices ,2022-08-16,https://patents.google.com/patent/US11412980B2/en
US-10096033-B2,"System and method for providing educational related social/geo/promo link promotional data sets for end user display of interactive ad links, promotions and sale of products, goods, and/or services integrated with 3D spatial geomapping, company and local information for selected worldwide locations and social networking ",2018-10-09,https://patents.google.com/patent/US10096033B2/en
US-11017301-B2,Obtaining and using a distributed representation of concepts as vectors ,2021-05-25,https://patents.google.com/patent/US11017301B2/en
US-11441183-B2,Methods and systems for determining a pregnancy-related state of a subject ,2022-09-13,https://patents.google.com/patent/US11441183B2/en
US-10929771-B2,"Multimodal, small and big data, machine tearing systems and processes ",2021-02-23,https://patents.google.com/patent/US10929771B2/en
US-11238351-B2,Grading sources and managing evidence for intelligence analysis ,2022-02-01,https://patents.google.com/patent/US11238351B2/en
US-9679051-B2,Answer sequence evaluation ,2017-06-13,https://patents.google.com/patent/US9679051B2/en
US-8619264-B2,System and method for focusing optics ,2013-12-31,https://patents.google.com/patent/US8619264B2/en
US-11127278-B2,Hand hygiene and surgical scrub system ,2021-09-21,https://patents.google.com/patent/US11127278B2/en
US-11616682-B2,Threshold selection for KPI candidacy in root cause analysis of network issues ,2023-03-28,https://patents.google.com/patent/US11616682B2/en
US-9892192-B2,Information handling system and computer program product for dynamically assigning question priority based on question extraction and domain dictionary ,2018-02-13,https://patents.google.com/patent/US9892192B2/en
US-11410163-B2,Distributed smart wallet communications platform ,2022-08-09,https://patents.google.com/patent/US11410163B2/en
US-11627877-B2,Apparatus and method for user evaluation ,2023-04-18,https://patents.google.com/patent/US11627877B2/en
US-10263945-B1,Transaction lifecycle management ,2019-04-16,https://patents.google.com/patent/US10263945B1/en
US-10477342-B2,"Systems and methods of using wireless location, context, and/or one or more communication networks for monitoring for, preempting, and/or mitigating pre-identified behavior ",2019-11-12,https://patents.google.com/patent/US10477342B2/en
US-10853897-B2,"Systems and methods for developing, monitoring, and enforcing agreements, understandings, and/or contracts ",2020-12-01,https://patents.google.com/patent/US10853897B2/en
US-11903734-B2,Wearable multiplatform sensor ,2024-02-20,https://patents.google.com/patent/US11903734B2/en
US-8873836-B1,Cluster-based classification of high-resolution data ,2014-10-28,https://patents.google.com/patent/US8873836B1/en
US-11204929-B2,Evidence aggregation across heterogeneous links for intelligence gathering using a question answering system ,2021-12-21,https://patents.google.com/patent/US11204929B2/en
US-11500818-B2,Method and system for large scale data curation ,2022-11-15,https://patents.google.com/patent/US11500818B2/en
US-10033611-B1,Transaction lifecycle management ,2018-07-24,https://patents.google.com/patent/US10033611B1/en
US-11443602-B2,Methods and systems for detecting prohibited objects ,2022-09-13,https://patents.google.com/patent/US11443602B2/en
US-10395777-B2,Method and system for characterizing microorganism-associated sleep-related conditions ,2019-08-27,https://patents.google.com/patent/US10395777B2/en
US-11222636-B2,"Intelligent voice recognizing method, apparatus, and intelligent computing device ",2022-01-11,https://patents.google.com/patent/US11222636B2/en
US-10484845-B2,Electronic notebook system ,2019-11-19,https://patents.google.com/patent/US10484845B2/en
